CID,f_activity,FormalCharge,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP,qvina,rfscore_qvina,plants,rfscore_plants
MAT-POS-590ac91e-69,0,0,3,4,1,90.55,176.2809783194138,2.4673000000000007,-9.1,7.3295863933843854,-80.8889,7.017541640193138
MAT-POS-590ac91e-70,0,0,3,4,1,90.55,176.28097831941375,2.4673000000000007,-9.0,7.18107775480075,-77.4357,7.041079419746917
JAG-UCB-a3ef7265-3,1,0,3,4,2,71.45,126.08451210280107,2.3420000000000005,-6.9,6.44941495748696,-78.7954,6.526049004384501
JAG-UCB-a3ef7265-8,0,0,4,4,1,56.15,132.3519033214269,3.2251200000000013,-5.8,5.668640011932513,-63.9154,6.2115926580641565
JAG-UCB-a3ef7265-11,0,0,3,7,1,85.59,114.5979242170104,1.1452999999999998,-6.3,5.28075315673216,-69.0434,6.0225916623376605
JAG-UCB-a3ef7265-12,0,0,3,3,1,46.92,106.66337206975194,2.4470600000000005,-6.0,6.815281607392608,-75.9126,6.32202723426574
JAG-UCB-a3ef7265-15,0,0,3,4,1,59.81,109.7897977315883,1.95812,-6.5,6.107153985347988,-72.4038,6.250045396436902
JAG-UCB-a3ef7265-16,0,0,3,3,0,38.13,119.57168135354523,2.5508599999999997,-5.4,6.4938337398157415,-64.3975,6.7536101978577046
JAG-UCB-a3ef7265-20,1,0,3,5,1,69.04,131.98650699722654,2.771200000000001,-6.9,7.220051090187589,-74.0359,7.043698302031294
JAG-UCB-a3ef7265-22,0,0,3,3,1,46.92,116.96663829663365,3.1004600000000018,-5.8,5.788558464590968,-75.486,6.332530970751475
JAG-UCB-a3ef7265-23,0,0,4,3,1,54.88,124.96049435186757,3.2390000000000017,-6.5,6.660064072372067,-79.8602,6.819213778721278
JAG-UCB-cedd89ab-4,0,0,4,5,0,72.12,128.08729933100486,2.2482000000000006,-7.6,6.925985593795091,-72.3586,6.8759416919191905
RAL-MED-2de63afb-2,1,0,5,5,2,93.21,132.6479286171149,1.1910199999999995,-7.6,7.336039519203007,-83.8042,7.348221467587964
RAL-MED-2de63afb-3,0,0,4,4,2,83.98,127.53438338760805,1.2613,-7.9,7.1893686562881545,-79.4321,7.274052334054838
RAL-MED-2de63afb-5,0,0,5,5,2,93.21,126.28298650271832,0.6314000000000001,-7.5,7.301508109723603,-84.1967,6.656438867410366
RAL-MED-2de63afb-9,0,0,4,3,2,67.42999999999999,98.46193541697365,1.0358999999999998,-6.5,5.573789722222225,-69.4468,5.952469834054838
RAL-MED-2de63afb-10,0,0,4,3,2,67.42999999999999,104.82687753137026,1.426,-6.4,6.135514019480518,-72.4627,6.361347918470418
RAL-MED-2de63afb-12,0,0,5,4,2,83.98,122.17527242674066,1.2939,-6.4,6.832073805638803,-77.7223,6.7391922942612945
RAL-MED-2de63afb-14,1,0,5,5,2,93.21,130.44852190564458,1.0217,-7.6,7.3095248504273425,-84.2608,6.5034818099678064
EDJ-MED-49816e9b-1,1,0,3,2,1,41.99,110.81762216023078,3.2246200000000016,-6.1,6.228421194416697,-74.2951,6.455179276168277
EDJ-MED-49816e9b-2,0,0,3,2,1,41.99,117.18256427462742,3.533040000000001,-6.1,5.300738738816742,-71.2747,6.491016202020206
EDJ-MED-49816e9b-3,0,0,3,3,1,46.92,110.57014975064179,2.5631200000000005,-6.0,6.407802214618719,-63.3382,5.837799523088025
BEN-DND-7e92b6ca-1,0,0,6,4,2,80.42,121.26791060680328,1.1923,-6.7,6.583743757520253,-70.0846,6.051597086580088
BEN-DND-7e92b6ca-2,0,0,6,4,1,71.63,150.5244887395304,2.6877000000000004,-6.8,6.863222968226218,-82.3768,7.070959551587302
BEN-DND-7e92b6ca-3,0,0,5,3,2,65.2,139.48231834972808,2.3943000000000003,-7.6,6.976401264180264,-74.5383,6.9326141013986025
BEN-DND-7e92b6ca-4,1,0,5,3,3,73.99000000000002,132.90740474873618,2.37,-7.6,7.009868589022084,-80.5622,6.906273788933286
BEN-DND-7e92b6ca-5,1,0,5,3,2,71.19,132.47108779463505,2.3369,-7.4,6.513314321067817,-75.1586,6.5300040877455885
BEN-DND-7e92b6ca-7,0,0,3,4,1,90.55,161.81217668960585,1.6748000000000005,-9.0,6.937861384004879,-73.1597,7.077491602619598
BEN-DND-7e92b6ca-8,0,0,3,4,1,90.55,164.59028061545715,1.75528,-7.2,6.7207023883338834,-71.9326,6.424802620768122
BEN-DND-7e92b6ca-10,1,0,3,3,1,56.41,151.41634291158744,2.4861000000000004,-8.3,6.9609796227661205,-82.50299999999999,7.1581776471861485
BEN-DND-7e92b6ca-11,1,0,3,4,1,65.64,156.5298881410943,2.4991000000000003,-7.5,6.697772853757352,-76.7307,6.591378422743926
BEN-DND-7e92b6ca-12,1,0,3,4,1,65.64,156.5298881410943,2.4991000000000003,-7.8,6.739487002691754,-77.6497,6.815219896714398
BEN-DND-7e92b6ca-13,1,0,3,4,1,65.64,156.5298881410943,2.4991000000000003,-7.8,6.826672062937063,-74.1107,6.832130082861588
BEN-DND-7e92b6ca-14,1,0,2,3,1,56.41,149.21693620011703,2.629600000000001,-8.3,7.004137427045183,-72.6222,7.08031696248196
BEN-DND-7e92b6ca-16,1,0,2,3,1,56.41,149.21693620011706,2.629600000000001,-8.3,6.799547853424348,-72.0232,7.0965970171495165
BEN-DND-93268d01-5,0,0,4,2,1,41.99,111.044833450672,3.100420000000001,-6.3,6.2898286260406255,-71.5728,6.49000008158508
BEN-DND-93268d01-7,0,0,4,2,1,41.99,111.044833450672,3.100420000000001,-6.4,6.254432244366747,-71.2351,6.481453518759017
BEN-DND-93268d01-13,0,0,4,2,1,41.99,119.60918227653895,3.6964200000000025,-5.0,6.013881854367857,-71.293,6.5993930043845
BEN-DND-93268d01-15,0,0,3,3,2,62.22,105.30858968554516,2.5294000000000008,-6.3,5.634014624431125,-70.1978,4.9007319183594165
MAK-UNK-d4768348-1,1,0,3,3,1,57.69000000000001,115.39451988707195,-0.13560000000000014,-6.1,7.0487759737484685,-68.5433,7.2495970115440045
EDJ-MED-e58735b6-2,0,0,4,3,2,62.22,111.67353179994177,2.06352,-6.4,6.45141625185925,-78.156,6.636377040792544
EDJ-MED-e58735b6-3,0,0,4,4,2,102.15,122.61502252277695,1.21862,-6.2,6.590642152625157,-72.2214,6.426640603840604
NAU-LAT-64f4b287-3,0,0,4,6,0,62.47000000000001,130.84706144229085,1.6811,-6.5,6.078277903263404,-70.8701,6.535767919580426
NAU-LAT-64f4b287-4,1,0,3,2,0,29.54,135.01048608504712,3.5600000000000023,-7.2,6.396121447163942,-75.6608,6.574928218448222
NAU-LAT-64f4b287-5,0,0,2,4,0,59.23,121.09901964991482,2.24282,-6.8,6.940250418137418,-71.101,6.794140107392606
NAU-LAT-64f4b287-9,0,0,4,2,1,41.99,100.51435593334915,1.9405,-6.3,6.16468013059163,-75.0354,6.479131422244422
BRU-LEF-c49414a7-1,0,0,5,4,2,80.32,133.42828063616844,1.7960199999999995,-7.4,7.278952546897544,-76.1108,7.149291327505832
MAT-POS-2db6411e-2,1,0,3,3,1,43.78,122.06212241315386,1.9286,-6.3,6.401059752969256,-77.8608,6.030240524531018
EDG-MED-0da5ad92-2,0,0,3,2,1,41.99,104.4526800458342,2.9162000000000012,-6.0,6.026765512321018,-73.6557,5.903232957764457
EDG-MED-0da5ad92-3,0,0,2,2,1,45.23,116.57745583043419,3.7117200000000015,-6.1,6.327501036408032,-70.854,6.885797804029307
EDG-MED-0da5ad92-9,0,0,3,3,2,54.02,101.82600332934696,1.71822,-6.0,5.860872937395942,-69.3602,6.279896171273178
EDG-MED-0da5ad92-12,0,0,3,2,1,41.99,110.81762216023084,3.2246200000000016,-6.4,6.379523231435236,-72.2384,5.75822967132867
EDG-MED-0da5ad92-13,0,0,3,2,1,41.99,110.81762216023078,3.2246200000000016,-6.4,6.256326911366415,-75.1445,6.300867185425685
EDG-MED-0da5ad92-18,0,0,3,3,2,68.00999999999999,116.15751285724352,2.806820000000001,-6.6,6.746654052281063,-69.0562,5.3189456010101
EDG-MED-0da5ad92-21,0,0,3,2,2,57.78,103.99523614964986,2.5527200000000008,-6.3,5.873477429792428,-69.1291,5.761355111999121
BEN-DND-61647d40-18,0,0,3,3,2,62.22,109.24691379803022,2.621800000000001,-6.4,5.556453986291476,-71.4633,6.313488113941612
JAN-GHE-5a013bed-1,1,0,3,4,1,59.81,109.72838732022798,1.86114,-6.5,5.552470961926963,-79.5175,6.1398388623598645
JAN-GHE-5a013bed-2,1,0,3,3,1,46.92,120.52361250541401,3.0025000000000013,-6.8,6.778536114330122,-83.4242,6.765062431346434
JAN-GHE-5a013bed-3,1,0,3,4,1,63.99,130.69562216538998,2.3627,-7.9,6.7759743720723735,-74.128,7.124718765512264
JAN-GHE-5a013bed-4,0,0,3,4,2,79.78,101.19157162307378,0.5375999999999997,-6.3,5.79588842818293,-65.8049,5.881260574647576
JAN-GHE-5a013bed-6,0,0,3,4,1,54.88,101.42223485454231,2.3727,-6.5,5.899037343822847,-68.1412,5.899047474414475
JAN-GHE-5a013bed-8,0,0,3,3,1,54.88,103.67232802678068,2.3111999999999995,-6.0,6.053802298756803,-71.6393,6.421789955322459
JAN-GHE-5a013bed-11,0,0,3,4,2,83.56,96.00649713395569,1.0342999999999998,-6.7,5.314067477799978,-63.3441,5.45391673992675
TRY-UNI-2eddb1ff-1,0,0,3,4,1,78.67,110.49152571016096,1.8379,-6.9,7.011091534632037,-75.1158,6.673172152403161
TRY-UNI-2eddb1ff-2,0,0,3,3,1,54.88,110.03727014117727,2.6196200000000003,-6.2,6.390942649572658,-72.8768,6.48857836224887
TRY-UNI-2eddb1ff-7,1,0,5,4,2,80.32,143.73154686305006,2.44942,-7.6,7.333696860750357,-81.6051,7.194151698468198
ALP-POS-95b75b4d-1,1,0,3,2,1,41.99,104.67989133627536,2.710320000000001,-6.4,6.471020734432237,-75.7481,6.405643184149183
ALP-POS-95b75b4d-2,0,0,3,3,2,62.22,105.30858968554516,2.2768200000000003,-6.1,6.321010432678429,-74.6299,6.152616447330447
ALP-POS-95b75b4d-4,0,0,4,2,1,41.99,118.60335112300974,3.448620000000002,-6.6,6.425505645299151,-78.7234,6.4504211695526745
JAN-GHE-83b26c96-1,0,0,4,3,1,54.88,122.73560793837522,3.5707200000000023,-6.4,6.599109656565663,-73.5608,6.842957492840495
JAN-GHE-83b26c96-2,0,0,4,3,2,71.09,133.25889067267585,3.4356000000000013,-6.4,5.897191135642135,-76.5981,6.844414649184152
JAN-GHE-83b26c96-3,0,0,4,4,1,59.81,138.48194982325572,3.662900000000002,-7.0,7.200844155677662,-78.5134,6.996444850649356
JAN-GHE-83b26c96-6,0,0,4,3,1,54.88,129.13209648436717,3.995600000000003,-6.0,5.834284408369411,-73.5609,6.798331561938063
JAN-GHE-83b26c96-7,0,0,4,3,1,54.88,129.13209648436717,3.8167200000000023,-5.5,6.71210368126318,-71.4818,6.750264342990342
JAN-GHE-83b26c96-8,1,0,5,2,1,41.99,129.91244850342062,4.565820000000003,-6.0,6.578289317293817,-81.9199,6.429856425685429
JAN-GHE-83b26c96-9,0,0,4,2,1,41.99,129.91244850342062,4.421720000000003,-5.6,5.9169323400488425,-75.1106,6.618883971139966
JAN-GHE-83b26c96-10,0,0,4,3,1,45.23,129.3073400592274,3.2848200000000016,-6.0,6.81348936752137,-74.0452,6.697446807969809
JAN-GHE-83b26c96-11,0,0,3,2,1,41.99,106.87929804774572,2.879640000000001,-5.9,6.441224300144308,-76.6785,6.430835878010884
JAN-GHE-83b26c96-12,1,0,3,2,1,41.99,114.3819035389905,3.3337200000000013,-6.4,6.431864161560662,-74.0464,6.518558804473307
JAN-GHE-83b26c96-13,0,0,3,2,1,41.99,119.77619405439278,3.1758200000000008,-6.5,6.225044142468642,-76.0561,6.115233821067829
JAN-GHE-83b26c96-14,0,0,3,2,1,41.99,119.37590425652444,3.5900200000000018,-6.6,6.070951220446224,-78.9502,6.51180196003996
JAN-GHE-83b26c96-15,0,0,3,2,0,33.2,117.39253576122276,3.248920000000002,-6.0,6.2866473871683874,-68.5706,6.6220340150405175
JAN-GHE-83b26c96-16,0,0,5,2,0,33.2,123.75747787561933,3.7207000000000026,-6.1,6.616240555000558,-73.3879,6.5264909437229415
JAN-GHE-83b26c96-17,0,0,4,3,1,59.06,117.05193383820551,2.9853200000000006,-6.4,6.547507562104558,-73.3577,6.3225564173604125
JAN-GHE-83b26c96-18,0,0,2,3,1,62.3,119.73314677694871,2.5325000000000006,-7.3,5.826619185203684,-73.0474,6.07094261577311
JAN-GHE-83b26c96-20,1,0,3,2,1,41.99,122.54167523549481,3.7137200000000017,-5.8,6.366230533910535,-65.7333,6.447418728715726
JAN-GHE-83b26c96-21,0,0,3,3,1,59.06,110.68699172380892,2.8442200000000013,-6.4,6.125544473359968,-68.1261,6.4423225098790065
JAN-GHE-83b26c96-22,1,0,3,2,1,41.99,123.54750638902401,3.9597200000000026,-5.2,6.186647798978796,-61.0343,6.432314999611504
JAN-GHE-83b26c96-23,0,0,3,2,1,41.99,119.14869296608327,3.7739200000000017,-6.6,5.933791389166383,-74.1302,6.740990933566432
JAN-GHE-83b26c96-24,0,0,2,4,0,51.81,114.63552664822441,3.7604200000000017,-7.1,6.765006433122433,-73.0061,6.743318289543789
JAN-GHE-83b26c96-25,0,0,2,4,0,51.81,114.61842938558901,3.7604200000000017,-7.1,6.710720583916088,-72.1141,6.791826065878572
JAN-GHE-d851b096-6,0,0,2,3,0,34.89,88.02917110288631,1.6000199999999998,-5.2,5.354481709956709,-67.2518,5.933880473304477
MAT-POS-4e253971-1,0,0,3,3,0,30.270000000000003,129.8773445472363,3.134380000000002,-7.2,6.7175879058164085,-83.4227,6.753627720779227
MAT-POS-4e253971-2,0,0,3,2,0,23.550000000000004,135.32162604802372,3.3234000000000017,-6.8,6.397860355366857,-81.467,6.513587230602736
MAT-POS-4e253971-3,0,0,2,4,2,77.24,98.5624982057749,1.1553200000000001,-6.6,5.3799917826617865,-67.1517,6.357767921800423
AAR-POS-5507155c-1,0,0,2,4,1,49.41,96.1853767735488,0.4996999999999999,-5.8,6.349000952380947,-60.6097,6.212615605783111
LON-WEI-d1c9908a-3,0,0,7,4,1,71.53,200.8362850221558,5.595120000000005,-6.6,7.5163172823010385,-80.1503,7.565187184149183
LON-WEI-d1c9908a-4,0,0,8,4,1,71.53,199.8304538686266,5.3491200000000045,-7.5,7.45017621553447,-89.4248,7.660937083916079
LON-WEI-d1c9908a-5,0,0,8,4,1,71.53,193.46551175423,5.040700000000004,-6.9,7.452002161810412,-80.5485,7.501834477094801
LON-WEI-d1c9908a-6,0,0,8,3,1,62.3,194.71690863911968,5.5945000000000045,-7.2,7.117760220002222,-89.7295,7.472977600288602
LON-WEI-d1c9908a-7,0,0,7,4,1,71.53,194.47134290775918,5.286700000000004,-7.0,7.3360271295812,-83.6028,7.3914264753024765
LON-WEI-d1c9908a-8,0,0,8,3,1,62.3,201.08185075351628,5.902920000000004,-7.5,7.232184876956378,-88.2266,6.993919947524701
LON-WEI-d1c9908a-11,0,0,7,3,1,62.3,195.85457201596782,5.794600000000004,-7.4,7.133670971278727,-91.3956,7.3022406783771805
LON-WEI-d1c9908a-13,0,0,7,3,1,62.3,192.5175019276493,5.479620000000006,-7.4,7.285810810606061,-84.8942,6.893440235930736
AAR-POS-8a4e0f60-1,0,0,6,5,0,63.91,162.988305392849,3.5420000000000025,-7.6,7.134214741924738,-87.815,7.171619547008553
AAR-POS-8a4e0f60-4,0,0,9,6,2,98.14,162.42134757559162,1.4004,-7.8,7.204636683621932,-92.9214,7.257580215118216
AAR-POS-8a4e0f60-6,0,0,8,7,1,87.5,178.89932161382774,3.5572000000000017,-7.6,7.289285650072148,-75.9399,6.798672293650791
AAR-POS-8a4e0f60-7,1,0,5,6,0,73.14,174.233514716738,4.3004000000000016,-7.5,7.105625379065383,-75.6402,7.1006105920745926
AAR-POS-8a4e0f60-8,0,0,7,6,0,60.25,166.52256591182086,3.7304000000000017,-7.7,7.145551724081472,-86.3211,7.504207543234539
LON-WEI-adc59df6-1,0,0,7,5,1,88.60000000000002,194.39465022019272,3.707200000000003,-6.5,7.432017076617822,-83.9472,7.567574622821617
LON-WEI-adc59df6-2,0,0,9,5,1,88.60000000000002,189.03553925932536,3.7088000000000023,-6.3,7.2728467067099505,-83.115,7.510120370851366
LON-WEI-adc59df6-3,1,0,5,3,1,62.3,154.30070347218825,3.385400000000001,-6.1,6.700947149517147,-81.5133,6.7820216558441615
LON-WEI-adc59df6-4,0,0,6,5,1,80.76,204.94399909813342,5.049300000000005,-7.3,7.562623916627492,-85.0165,6.9754473997114
LON-WEI-adc59df6-6,0,0,7,5,1,88.60000000000002,200.7595923345893,4.097300000000003,-7.4,7.665577000554999,-88.7676,7.527670513153514
LON-WEI-adc59df6-7,0,0,10,5,1,88.60000000000002,195.400481373722,4.098900000000003,-6.5,7.655949191325015,-89.1383,7.495463836219332
LON-WEI-adc59df6-8,0,0,6,3,1,62.3,185.11958289064208,5.088300000000005,-6.9,7.3468121563714055,-88.0253,7.3129209774669794
LON-WEI-adc59df6-10,1,0,9,4,1,62.3,183.5186398407433,4.508700000000005,-6.2,7.235257947052947,-80.7596,7.387824526029523
LON-WEI-adc59df6-14,0,0,6,3,1,62.3,172.38969866184883,4.308100000000003,-6.7,7.296907558219558,-81.0176,7.066439149239645
LON-WEI-adc59df6-16,0,0,6,3,1,62.3,193.52333308117846,5.725620000000006,-7.2,7.355531427045176,-77.4071,7.089891140942393
LON-WEI-adc59df6-17,1,0,8,4,1,62.3,177.1536977263467,4.118600000000003,-6.1,7.2238349368964325,-83.0442,6.763206296536801
LON-WEI-adc59df6-18,0,0,7,4,1,71.53,194.47134290775918,5.286700000000004,-7.0,7.432706699927522,-78.7008,7.182589974192469
LON-WEI-adc59df6-19,0,0,7,4,1,71.53,183.86818600575242,3.792100000000003,-6.8,7.357853571622818,-85.9873,6.884868367965367
LON-WEI-adc59df6-21,0,0,6,3,1,62.3,167.03058770098144,4.164000000000003,-6.0,7.1983868008380565,-80.9473,7.038498322677326
LON-WEI-adc59df6-23,1,0,7,3,1,62.3,193.52333308117852,5.094900000000004,-7.0,7.3641980151515165,-90.6003,6.917483695582197
LON-WEI-adc59df6-26,1,0,8,4,1,71.53,172.14413293048835,3.402000000000002,-6.2,7.250539175812743,-82.2633,6.7827680007215
LON-WEI-adc59df6-27,0,0,9,4,1,71.53,178.50907504488498,3.792100000000003,-6.1,7.2578774721830355,-83.6602,6.968008966144969
LON-WEI-adc59df6-28,1,0,7,4,1,75.19,188.5774456591988,4.350800000000003,-7.0,7.3504435477855505,-84.5574,7.1736845988455995
LON-WEI-adc59df6-30,1,0,6,3,1,62.3,160.66564558658484,3.7755000000000023,-6.4,6.962928176961932,-81.0544,6.892461015207014
LON-WEI-adc59df6-31,0,0,7,3,1,62.3,173.39552981537813,4.5541000000000045,-6.3,7.058213923354424,-77.6404,7.357216518564768
LON-WEI-adc59df6-32,0,0,7,4,1,71.53,183.86818600575242,3.9346000000000014,-7.0,7.330398991536237,-81.4114,7.446293674730494
LON-WEI-adc59df6-37,0,0,7,5,1,84.42,193.69099088870567,4.681700000000004,-6.8,7.483932795248865,-75.5535,7.230430194805195
LON-WEI-adc59df6-39,0,0,6,4,1,71.53,183.86818600575242,3.9346000000000014,-6.8,7.161675586413584,-79.7323,7.410929226872795
LON-WEI-adc59df6-40,1,0,7,3,1,62.3,189.35779767825227,4.955800000000004,-6.9,7.260072884171388,-81.5138,7.250389517482509
LON-WEI-adc59df6-41,0,0,6,3,1,62.3,187.15839096678192,5.417200000000005,-6.7,7.1019436105283615,-90.9144,7.463655010989009
LON-WEI-adc59df6-43,1,0,6,5,1,80.76,198.57905698373685,5.006800000000005,-7.2,7.456925711344208,-79.8529,7.441755873531696
LON-WEI-adc59df6-44,0,0,6,3,1,62.3,166.02475654745226,3.918000000000003,-6.4,7.107195055527807,-80.3326,7.088863688478191
LON-WEI-adc59df6-45,0,0,8,5,1,80.76,205.94983025166266,5.295300000000005,-6.5,7.665026160367413,-77.8599,7.484135340453659
LON-WEI-adc59df6-47,1,0,8,3,1,62.3,199.88827519557515,5.137400000000004,-7.3,7.4209698205128225,-92.3148,6.865601835553337
LON-WEI-adc59df6-53,0,0,5,3,1,62.3,183.69879604225974,5.207500000000005,-6.5,7.4585632529415005,-77.6543,7.478014166305909
LON-WEI-adc59df6-55,0,0,5,3,1,62.3,193.62801953541612,5.6250200000000055,-5.9,7.037388515789773,-72.0206,7.277545430902434
LON-WEI-adc59df6-56,0,0,5,3,1,62.3,179.7604719297747,4.862520000000004,-5.7,6.839598569791322,-76.7386,7.192981603341103
LON-WEI-adc59df6-57,0,0,7,4,1,71.53,191.23895927367823,4.952800000000004,-6.0,7.1984878437950925,-79.3043,7.3701513499278475
LON-WEI-adc59df6-59,0,0,6,4,1,71.53,191.23895927367823,4.871120000000004,-5.8,7.213755465728711,-77.8022,7.104118608946611
LON-WEI-adc59df6-67,0,0,6,3,1,62.3,175.52225714216445,4.656900000000004,-6.3,7.216135616522362,-88.7556,7.2247834435286915
LON-WEI-adc59df6-68,0,0,5,3,2,78.09,163.82658631054116,3.7379000000000016,-6.8,7.282522658813405,-77.9491,7.298476375124879
LON-WEI-adc59df6-73,0,0,6,3,1,62.3,179.9274837076285,4.423600000000003,-6.4,7.156817905344656,-73.3333,7.151831529276282
LON-WEI-adc59df6-78,0,0,7,4,1,86.09,171.42316738245017,3.712780000000003,-6.7,7.210546007908762,-74.6032,7.245279075702076
LON-WEI-adc59df6-83,0,0,6,4,1,71.53,177.50324389135574,3.7605000000000017,-6.8,7.196607292651794,-78.233,7.434462379148628
LON-WEI-adc59df6-89,0,0,5,4,1,71.53,160.53514487495232,2.7636000000000003,-6.5,7.2533760147630115,-80.2426,7.064027760295257
LON-WEI-adc59df6-92,0,0,5,3,1,62.3,168.15148387423864,4.164900000000003,-6.4,7.189072329587081,-80.9858,7.181785789682541
LON-WEI-adc59df6-93,0,0,5,5,1,88.6,152.9726138997321,1.7559999999999991,-5.9,7.036126085858585,-73.8246,7.091483512987011
LON-WEI-adc59df6-94,0,0,5,3,1,62.3,174.51642598863526,4.555000000000003,-6.7,7.2196516817904275,-81.7808,7.1135960730380745
LON-WEI-adc59df6-99,0,0,5,3,1,62.3,161.78654175984204,3.6307000000000023,-6.3,6.992946518620268,-73.4296,7.029194115967366
LON-WEI-adc59df6-102,0,0,5,3,1,62.3,178.06503774406121,4.606100000000003,-7.5,7.37330624006549,-83.4809,7.324494205266959
LON-WEI-adc59df6-103,0,0,5,3,1,62.3,159.6648709784441,3.2379000000000016,-6.6,7.220694318598072,-72.7084,6.867064761183268
JOH-UNI-a5c0a47e-1,0,0,3,4,0,29.54,132.6508493554586,3.6739000000000015,-6.3,6.1642253338328326,-78.9967,6.312015924630928
JOH-UNI-c7afdb96-2,0,0,3,3,2,73.12,130.62566209808764,3.9104800000000015,-7.0,6.4927181474636475,-74.2533,5.913774537518033
