CID,FormalCharge,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,LabuteASA,MolLogP
JOO-IND-b13e14cc-2,0,2,3,0,33.2,124.91199994989223,3.5367000000000024
KUS-THE-322b9b63-5,0,5,8,2,113.85,157.24963707823994,0.5136200000000011
KUS-THE-322b9b63-14,0,6,6,2,106.14,180.55107221180032,2.0478
KUS-THE-322b9b63-16,0,6,6,2,106.14,171.98672338593337,1.4517999999999998
JUA-UNI-bc099708-5,0,8,4,3,91.32,174.84723360066315,3.6680000000000033
WAR-XCH-72a8c209-5,0,5,3,1,43.78,157.43434716030563,3.402000000000002
NEH-REV-107bcf72-5,0,3,4,2,64.01,116.55308993846823,0.9808
SER-UNI-985a0e14-4,0,6,9,2,106.91,159.83813464915042,3.0948
TIM-UNK-6bd61028-2,0,2,3,0,42.43000000000001,121.50024983720041,2.7128000000000005
JAR-KUA-672ec752-1,0,3,6,0,42.01000000000001,142.93983292842708,2.1359999999999992
JAR-KUA-672ec752-3,0,4,5,2,95.73999999999998,146.99354951196557,0.6731000000000014
WAR-XCH-bdd24732-16,0,3,4,0,58.98,156.60249144451151,3.6366000000000014
WAR-XCH-79d12f6e-4,0,4,3,1,66.48,129.88036895429258,1.5031199999999998
WAR-XCH-b0339bbe-3,0,3,3,1,61.88,128.2647939073086,2.28622
WAR-XCH-b0339bbe-19,0,3,4,0,58.98,156.60249144451151,3.6366000000000014
RAI-NOV-2f6a9876-5,0,3,4,1,64.15,143.13239946353744,2.6864000000000012
RAI-NOV-2f6a9876-7,0,3,6,1,62.14,154.09694650398725,3.152700000000001
JAR-IMP-ed466bb3-13,0,3,3,1,80.47,164.02155119535715,3.121900000000002
SIM-SYN-3099a863-1,0,5,5,1,95.75,165.08924838326413,2.28614
MAK-UNK-0d6072ac-4,0,2,1,2,53.09,114.35774102629293,4.162600000000002
MAK-UNK-0d6072ac-20,0,2,1,2,53.09,120.72268314068957,4.471020000000002
MAK-UNK-0d6072ac-21,0,2,1,2,53.09,120.72268314068954,4.471020000000002
STU-CHA-83dacf15-1,0,4,4,1,83.71000000000002,153.5192263275612,1.1694999999999998
STU-CHA-7b3b91d5-1,0,6,4,1,61.88000000000001,175.64158182136362,2.2658
STU-CHA-6cae54d3-1,0,5,4,1,65.12,175.03647337717038,1.7648
TOB-UNK-c2aba166-1,0,2,2,0,23.55,83.63663784866463,0.002599999999999936
NAU-LAT-f723e322-4,0,3,3,0,57.69000000000001,119.09747118182196,1.0174999999999998
PAU-UNI-8cdd41c7-1,0,3,2,0,23.550000000000004,127.57115488783951,2.876400000000001
TAM-UNI-d1c3dd9f-5,0,4,4,0,60.93000000000001,153.93916930075187,0.8873000000000002
TAM-UNI-d1c3dd9f-12,0,5,4,1,65.12,164.7332071502887,1.1114000000000006
TAM-UNI-d1c3dd9f-18,0,4,4,1,76.44,140.16341274238653,1.3996799999999998
MAK-UNK-af83ef51-1,0,4,4,0,49.33000000000001,140.46101260203324,2.0266
MAK-UNK-af83ef51-2,0,5,2,0,23.55,126.05944877726601,2.3907000000000007
MAK-UNK-af83ef51-6,0,3,1,0,20.31,113.93467299266605,3.014920000000002
NIM-UNI-ed9fc491-4,0,9,5,3,101.98,204.42837164601949,1.6799000000000002
GIA-UNK-20b63697-6,0,4,2,0,23.550000000000004,144.1484439669266,3.6910000000000025
ANT-OPE-c0c3e7cc-1,0,3,2,0,23.550000000000004,108.70163740380349,1.9069
FRA-BIO-8bf1eac9-1,0,4,5,1,76.36,157.14357019354676,3.8139400000000014
FRA-BIO-8bf1eac9-4,0,11,5,2,70.66999999999999,190.8880032405981,3.763500000000003
FRA-BIO-8bf1eac9-5,0,6,5,3,95.07999999999998,122.99833137822522,1.2703
FRA-BIO-8bf1eac9-6,0,4,4,2,63.25,150.50507940969186,5.111620000000004
FRA-BIO-8bf1eac9-7,0,5,5,1,64.35,136.12660277096887,2.28912
FRA-BIO-8bf1eac9-8,0,7,4,2,64.68,209.62328687095527,3.7040000000000015
FRA-BIO-8bf1eac9-9,0,6,4,3,95.07999999999998,121.85093713640154,0.5673999999999992
FRA-BIO-8bf1eac9-12,0,6,7,1,101.22,163.20451432338766,3.0638000000000014
ANT-OPE-d972fbad-1,0,3,2,0,23.550000000000004,106.50223069233307,1.6558999999999997
AUS-ARG-7cfdce8f-15,0,3,7,0,79.29,169.88204613044343,2.0009
ANT-OPE-ab37bd51-1,0,4,2,2,48.13,106.29349568029706,2.2242
ANT-OPE-ab37bd51-2,0,5,2,2,48.13,112.65843779469364,1.9018999999999997
ANT-OPE-7824651a-1,0,4,4,0,66.92000000000002,153.59277153518047,2.215
NIM-UNI-02269248-3,0,4,7,1,114.42,145.61445200899843,-0.4211999999999985
VIJ-CYC-1a381570-3,0,7,3,2,75.27,152.99737186892392,2.535800000000001
VIJ-CYC-1a381570-10,0,5,3,2,67.43,131.2924771424859,3.0745000000000013
DAR-DIA-fb20be43-6,0,3,3,0,47.34,140.40380876167671,2.594480000000001
DAR-DIA-fb20be43-7,0,4,3,0,32.78,141.12477430971487,2.7314000000000007
MAK-UNK-10572812-16,0,6,4,3,97.12,195.69149432947188,2.4723
WAR-XCH-b6889685-20,0,5,4,1,72.63,120.31915437027864,1.5869
WAR-XCH-b6889685-25,0,4,4,2,75.43,143.0826813016506,2.723320000000001
WAR-XCH-b6889685-26,0,4,4,2,75.43,140.88327459018024,2.5540000000000003
WAR-XCH-b6889685-29,0,4,4,2,75.43,136.717739187254,2.4149000000000003
WAR-XCH-b6889685-30,0,4,4,2,75.43,143.0826813016506,2.723320000000001
WAR-XCH-b72a1bbc-4,0,2,3,1,73.05,100.17375401033188,1.7044199999999998
WAR-XCH-b72a1bbc-7,0,3,4,1,76.54,123.96220626772282,2.311000000000001
WAR-XCH-b72a1bbc-9,0,3,4,1,72.63,107.58927014148544,0.9492
WAR-XCH-b72a1bbc-10,0,3,4,1,66.64,132.68949588623914,1.7886999999999993
WAR-XCH-b72a1bbc-11,0,3,4,1,66.64,139.05443800063574,2.178799999999999
WAR-XCH-b72a1bbc-14,0,3,4,2,83.63000000000002,107.26995866417458,0.5426999999999997
WAR-XCH-b72a1bbc-15,0,3,4,1,76.29,130.3875249845925,2.1130000000000004
WAR-XCH-b72a1bbc-16,0,3,4,1,63.40000000000001,128.80824027405745,2.7795000000000014
WAR-XCH-b72a1bbc-49,0,5,4,1,66.64,127.33038492537176,1.5020999999999998
GAB-REV-4a4e2ff3-20,0,6,3,4,85.6,154.74128765417564,3.474000000000001
JON-UIO-066ce08b-3,0,2,3,0,53.51000000000001,106.4074684025814,0.3147999999999993
JON-UIO-066ce08b-9,0,4,2,0,23.55,126.28666006770716,2.6333200000000008
ALE-UNK-fca05062-1,0,15,5,4,120.0,272.27542605449304,4.328140000000003
ALE-UNK-fca05062-2,0,17,9,4,145.77999999999997,302.05837391680217,5.905200000000005
ALE-UNK-fca05062-3,0,6,2,1,38.33,125.50307952509935,3.0411400000000013
BAR-COM-4e090d3a-2,0,4,9,2,128.91,169.55979574551893,2.2064999999999992
BAR-COM-4e090d3a-3,0,6,4,3,74.25,152.28048818961383,3.6742200000000014
BAR-COM-4e090d3a-4,0,5,5,2,66.49000000000001,151.90287180887475,3.0740000000000016
BAR-COM-4e090d3a-5,0,7,7,3,119.98,149.7981182334401,1.6559999999999997
BAR-COM-4e090d3a-6,0,5,6,1,77.63,156.19746581386337,2.1501
BAR-COM-4e090d3a-9,0,6,8,1,107.44,166.27106518841262,2.7991400000000013
BAR-COM-4e090d3a-10,0,8,6,3,113.07999999999998,170.95112275424802,2.3975
BAR-COM-4e090d3a-11,0,7,3,1,54.88,147.52098234915292,3.8331000000000026
BAR-COM-4e090d3a-12,0,7,5,2,80.04,152.03619726016456,1.89572
BAR-COM-4e090d3a-14,0,4,6,3,125.41,131.0887679642745,1.2304799999999998
BAR-COM-4e090d3a-15,0,7,3,1,51.22,157.3532037101983,4.537700000000003
BAR-COM-4e090d3a-16,0,5,6,1,85.59,158.51142949037845,3.052500000000001
BAR-COM-4e090d3a-19,0,8,5,2,93.46,162.23689156560786,2.828500000000002
BAR-COM-4e090d3a-20,0,5,4,2,66.91,136.10274551635752,3.5733000000000024
BAR-COM-4e090d3a-21,0,4,5,2,101.21,133.08424557121606,0.5792999999999993
BAR-COM-4e090d3a-26,0,5,4,1,64.11,142.03137067665295,3.6791000000000023
BAR-COM-4e090d3a-27,0,8,5,2,96.45,170.23247285930134,2.428300000000001
BAR-COM-4e090d3a-29,0,6,4,2,66.91,144.3147192571806,3.3213000000000017
BAR-COM-4e090d3a-31,0,8,6,1,89.35000000000002,164.43513826610427,2.1078
BAR-COM-4e090d3a-34,0,7,6,2,89.27000000000002,133.81670135887146,1.0002999999999989
BAR-COM-4e090d3a-36,0,7,5,1,73.22,141.39820785688903,1.9807
BAR-COM-4e090d3a-39,0,5,5,2,93.21,126.28298650271836,0.8825999999999998
BAR-COM-4e090d3a-43,0,6,4,1,64.36,139.14424645409798,3.5466000000000024
BAR-COM-4e090d3a-44,0,4,3,2,74.58000000000001,153.1090188175817,3.7194000000000016
BAR-COM-4e090d3a-45,0,7,6,1,72.28,141.1472433912754,0.8579000000000008
BAR-COM-4e090d3a-47,0,7,5,1,75.94,152.22144515911847,2.1646
BAR-COM-4e090d3a-49,0,5,5,1,75.00999999999998,114.16687621807823,1.97548
BAR-COM-4e090d3a-50,0,6,6,1,86.33000000000001,127.12478228108921,1.2582999999999998
BAR-COM-4e090d3a-51,0,5,6,1,81.81,132.1558261500193,0.9293
BAR-COM-4e090d3a-52,0,6,5,2,81.07000000000002,124.8774982696659,1.7806999999999995
BAR-COM-4e090d3a-53,0,5,5,2,93.21,132.64792861711493,1.4435999999999998
BAR-COM-4e090d3a-54,0,7,6,2,88.61,152.0581232139794,1.5093
BAR-COM-4e090d3a-56,0,5,4,2,87.21999999999998,145.99255485500942,1.8318
BAR-COM-4e090d3a-57,0,6,5,3,108.39,160.4769152561619,2.6936000000000013
BAR-COM-4e090d3a-58,0,4,5,2,66.49000000000001,132.66695547673956,2.3014
BAR-COM-4e090d3a-60,0,4,4,2,87.22,126.89772851181958,1.535
BAR-COM-4e090d3a-62,0,6,5,2,99.23999999999998,127.61172577911668,0.7751999999999998
BAR-COM-4e090d3a-64,0,6,5,1,64.11,164.3922065549395,4.339400000000003
BAR-COM-4e090d3a-65,0,5,4,1,64.36,129.192466151156,3.3161000000000023
BAR-COM-4e090d3a-66,0,5,4,1,54.46000000000001,152.50988047839488,3.309400000000002
BAR-COM-4e090d3a-68,0,4,4,3,90.9,126.39800374757809,2.1438
BAR-COM-4e090d3a-69,0,6,4,2,76.14,125.09342424765968,2.4422000000000006
STE-KUL-2e0d2e88-1,0,5,3,1,52.65000000000001,129.4058909465212,0.799400000000001
STE-KUL-2e0d2e88-2,0,5,3,1,52.65000000000001,152.08755547825638,1.952600000000001
ALE-HEI-f28a35b5-1,0,2,2,2,54.02,99.6992760025606,3.0340200000000013
ALE-HEI-f28a35b5-4,0,2,5,2,79.8,95.7473888032698,1.88552
GAB-REV-70cc3ca5-8,0,5,5,1,92.26,151.30122012304588,2.19742
GAB-REV-70cc3ca5-18,0,3,3,2,70.67,115.62482886704514,2.44752
GAB-REV-70cc3ca5-20,0,4,4,2,102.15,122.61502252277695,1.2186199999999998
GAB-REV-70cc3ca5-22,0,4,4,1,68.02000000000001,131.87820605138594,3.7559200000000015
ALV-UNI-7ff1a6f9-14,0,2,3,1,45.98,148.49280392720752,4.9921200000000026
ALV-UNI-7ff1a6f9-43,0,2,4,0,30.19,130.27388867646476,4.572320000000002
ALV-UNI-7ff1a6f9-45,0,3,2,1,41.99,123.19602046508436,3.7244200000000016
ALV-UNI-7ff1a6f9-46,0,3,2,1,41.99,135.69262667386306,4.434800000000002
ALV-UNI-7ff1a6f9-47,0,4,3,1,51.22,128.30956569459127,3.4246000000000016
PET-SGC-a8a902d9-1,0,5,5,2,65.46000000000001,145.89260815901042,2.978120000000001
BEN-DND-362d364a-10,0,7,5,2,91.4,137.07649712075866,0.8139000000000003
DAV-CRI-14a23e73-1,0,5,3,2,89.25999999999998,150.36684910999037,3.0704
DAV-CRI-3edb475e-4,0,4,2,2,49.33,98.00332206669457,1.7284
DAV-CRI-3edb475e-6,0,3,1,1,29.1,97.37462371742477,2.895100000000001
FAR-UNI-a04c1544-1,0,9,6,3,113.96,168.37859123368764,1.1742000000000004
MAK-UNK-9159f8ed-4,0,7,6,2,121.88,173.62064854667736,1.9804
MAK-UNK-9159f8ed-6,0,5,4,2,95.57999999999998,151.6156969883335,2.4372000000000007
MAK-UNK-9159f8ed-7,0,5,5,1,92.78,151.1793800342323,2.404100000000001
MAK-UNK-6435e6c2-1,0,2,4,0,57.69000000000001,104.69755325562448,0.6009
MAK-UNK-6435e6c2-5,0,2,3,0,57.69000000000001,111.22272538813922,0.6784999999999999
MAK-UNK-6435e6c2-6,0,2,3,0,57.69000000000001,115.38826079106548,0.8176000000000001
DAN-PUR-6788a628-2,0,5,4,1,97.54,105.00438996544504,-0.8836999999999997
RUT-UNI-630c5802-20,0,8,5,0,51.02,158.17663704823298,4.3479000000000045
GER-UNI-05c7e912-1,0,3,4,1,77.98,147.47998201558556,3.5139200000000006
GIA-UNK-a79af1bc-1,0,3,4,1,58.12000000000001,117.92383113816707,1.7351400000000001
NIR-THE-0d6461ce-8,0,3,1,0,20.31,124.23793921954771,3.668320000000002
NIR-THE-c331be7a-1,0,2,2,1,46.33,128.87188943815633,2.981700000000002
NIR-THE-c331be7a-2,0,2,2,0,44.1,134.28952053700894,3.271180000000002
NIR-THE-c331be7a-6,0,2,1,0,20.31,129.8969408555402,3.7079200000000014
DAR-DIA-eace69ff-36,0,2,1,2,27.82,75.76750988757395,2.0264
GAB-FAC-880f6604-1,0,5,3,3,66.05,148.7645464621083,4.260900000000002
VIR-GIT-7b3d3065-2,0,2,2,0,40.62000000000001,113.25287186090635,1.4763
VIR-GIT-7b3d3065-3,0,3,2,0,40.62000000000001,107.89376090003894,1.3305999999999998
GIA-UNK-3f36037a-1,0,3,3,1,58.64,107.85317937693621,0.6841999999999995
GIA-UNK-3f36037a-6,0,4,3,1,58.64,112.09139416454643,0.5517000000000001
GIA-UNK-3f36037a-7,0,4,3,2,71.09,110.225740217001,2.0489
DAN-LON-a5fc619e-3,0,5,2,0,23.550000000000004,142.7276571185443,3.6377000000000015
DAN-LON-a5fc619e-8,0,3,2,0,23.550000000000004,122.62699962182523,2.3639
DAN-LON-a5fc619e-10,0,5,2,0,23.550000000000004,158.68992498141844,3.8343000000000034
JOH-MSK-ec639444-2,0,4,2,1,38.33,113.89409146956328,2.5676000000000005
CHR-SOS-363cfb78-1,0,2,4,2,90.7,103.3115036649758,1.99228
CHR-SOS-363cfb78-2,0,2,4,2,90.7,109.6764457793724,2.3007
GIA-UNK-595fac82-2,0,2,3,1,58.64,112.09139416454643,1.6471999999999998
GIA-UNK-595fac82-5,0,3,3,1,41.57,107.9298720645027,2.007
CHR-SOS-7098f804-4,0,2,2,2,49.33,113.9655899295688,3.951300000000001
CHR-SOS-7098f804-7,0,2,2,2,49.33,103.66232370268708,3.2979000000000016
CHR-SOS-7098f804-10,0,2,3,2,62.22,113.18523791051528,3.3463000000000007
CHR-SOS-7098f804-11,0,2,3,2,62.22,102.8819716836336,2.692900000000001
CHR-SOS-7098f804-12,0,2,2,1,41.99,98.08773793143759,2.987300000000001
CHR-SOS-7098f804-14,0,3,2,1,41.99,133.14483213750165,4.654300000000003
CHR-SOS-7098f804-21,0,2,2,1,41.99,108.39100415831928,3.6407000000000016
GIA-UNK-eaadd1d4-1,0,2,3,0,49.85000000000001,130.39036084080237,1.3976000000000002
GIA-UNK-eaadd1d4-3,0,3,4,0,66.92,136.6246725187771,0.9461000000000004
TRI-UNI-97428359-1,0,6,4,2,60.50000000000001,148.40276487581775,1.7029999999999992
CHR-SOS-f7373dd1-4,0,4,2,1,41.99,124.96829323740634,3.922200000000002
ANN-UNI-26382800-3,0,2,3,2,77.81,104.0918556840293,2.5972800000000005
ANN-UNI-26382800-5,0,3,3,1,65.78,104.90693561481785,2.13448
ANN-UNI-26382800-6,0,3,3,2,74.15,116.35069504698627,3.2108800000000004
DUN-NEW-f8ce3686-13,0,5,4,1,63.57000000000001,140.92207483268447,1.1787000000000003
DUN-NEW-f8ce3686-22,0,3,3,0,57.69000000000001,123.72539832649127,1.0703
DUN-NEW-f8ce3686-23,0,7,5,2,88.16,159.81523015279726,2.994600000000002
DUN-NEW-f8ce3686-24,0,6,3,2,68.44,158.0266001280639,1.7295
DUN-NEW-f8ce3686-25,0,7,3,0,57.69000000000001,149.18516678407772,1.9680999999999995
AGN-NEW-891393a6-1,0,3,4,1,60.45,114.67977050484795,3.3545000000000016
MIH-UNI-6b9ca91a-5,0,3,3,2,56.05,99.955057171627,2.8759799999999998
AGN-NEW-c7b24fe3-5,0,3,2,1,41.99,116.18178966648671,2.8975000000000013
PAT-GYR-359dbb24-1,0,2,2,1,41.57000000000001,106.92909745636193,1.2097
ANT-LOU-17aa1493-2,0,8,8,2,113.58,173.5120741850788,2.3153999999999995
KIM-UNI-2ee5d8f9-1,0,2,3,1,43.78,111.75885618627218,1.7097
ANT-STE-dbb91f63-1,0,5,6,0,63.49,145.29553899035582,1.1588999999999996
JOR-UNI-2fc98d0b-6,0,5,4,1,57.7,151.9047720342016,3.105700000000001
JOR-UNI-2fc98d0b-12,0,5,2,1,45.23,153.7612773632846,5.7439000000000044
ADA-UNI-f8e79267-5,0,6,3,2,54.02,118.7941023457504,2.4134
PAT-UNK-b2d83456-1,0,2,3,0,47.34,107.41887800305985,1.22238
ANT-DIA-b7f58f21-2,0,4,3,2,66.4,83.63110129090595,0.4838999999999998
ANT-DIA-b7f58f21-3,0,4,3,2,66.4,83.63110129090595,0.4838999999999996
TRY-UNI-1fd04853-5,0,4,2,2,57.78,126.70844711298031,3.0752000000000006
TRY-UNI-1fd04853-7,0,4,2,2,57.78,126.70844711298031,3.0752000000000006
TRY-UNI-1fd04853-8,0,4,3,2,81.57000000000002,127.16270268196396,2.2934800000000006
TRY-UNI-1fd04853-9,0,4,3,2,70.67,125.92809509392679,2.4702
TRY-UNI-1fd04853-11,0,4,3,2,70.67,125.92809509392679,2.4702
TRY-UNI-1fd04853-12,0,4,4,2,94.46,126.38235066291044,1.68848
TRY-UNI-714a760b-5,0,3,2,1,41.99,100.51435593334915,2.5712200000000003
TRY-UNI-714a760b-6,0,3,2,1,41.99,110.81762216023078,3.2246200000000016
TRY-UNI-714a760b-12,0,2,2,2,54.02,110.00254222944227,3.687420000000001
TRY-UNI-714a760b-16,0,3,2,1,41.99,109.00602537453214,3.5449200000000016
TRY-UNI-714a760b-18,0,3,2,1,41.99,117.18256427462742,3.7856200000000015
TRY-UNI-714a760b-20,0,3,3,1,65.78,111.27187772921448,2.4429000000000007
TRY-UNI-714a760b-22,0,3,3,1,65.78,117.63681984361106,3.0039000000000016
TRY-UNI-714a760b-24,0,2,3,2,77.81,110.45679779842592,2.9057000000000004
WAR-XCH-eb7b662f-2,0,2,3,2,77.81,114.39512191091094,3.25068
WAR-XCH-eb7b662f-4,0,2,3,3,74.25,108.43183386724165,3.0846
WAR-XCH-eb7b662f-5,0,2,2,2,54.02,110.00254222944223,3.687420000000001
DAR-DIA-842b4336-3,0,2,3,2,54.02,97.33963927297206,3.0955200000000005
DAR-DIA-842b4336-4,0,2,3,2,54.02,101.27796338545713,3.440500000000001
DAR-DIA-842b4336-7,0,2,4,2,80.05,91.71325324758386,2.0220199999999995
DAR-DIA-842b4336-13,0,3,3,1,41.99,102.09304331624568,2.9777000000000005
DAR-DIA-842b4336-18,0,3,3,2,57.78,114.04554415651009,3.1140200000000013
DAR-DIA-23aa0b97-1,0,3,3,2,81.57000000000002,120.79776056756735,2.61578
DAR-DIA-23aa0b97-2,0,3,4,2,94.46,120.01740854851386,2.01078
DAR-DIA-23aa0b97-5,0,2,3,2,77.81,104.0918556840293,2.59728
DAR-DIA-23aa0b97-8,0,2,4,3,103.83,109.431746381042,2.17948
DAR-DIA-23aa0b97-11,0,2,3,3,93.6,119.9826806367788,3.0785800000000005
DAR-DIA-23aa0b97-12,0,3,2,2,57.78,120.34350499858371,3.3975000000000013
DAR-DIA-23aa0b97-13,0,2,3,3,80.03999999999998,108.97749081205838,2.9612000000000007
DAR-DIA-23aa0b97-14,0,2,2,2,54.02,103.63760011504564,3.3790000000000013
DAR-DIA-23aa0b97-15,0,2,3,2,66.91,102.85724809599212,2.7739999999999996
DAR-DIA-23aa0b97-17,0,3,4,1,78.67,104.12658359576434,1.5294799999999995
DAR-DIA-23aa0b97-19,0,3,3,1,65.78,127.58860014655303,3.2876800000000017
DAR-DIA-23aa0b97-20,0,3,2,1,41.99,116.83107835068778,3.4160000000000013
ANT-DIA-3c79be55-4,0,4,5,1,89.27,109.93408357921257,1.4715
